Lojas Mm,https://www.zoom.com.br/lead?oid=54805294&sortorder=7&index=16&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Mobcomstore2,https://www.zoom.com.br/lead?oid=50728111&sortorder=7&index=17&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Gazin,https://www.zoom.com.br/lead?oid=51136642&sortorder=7&index=10&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Quero Preço,https://www.zoom.com.br/lead?oid=51075390&sortorder=7&index=13&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Cd Eletro,https://www.zoom.com.br/lead?oid=67151852&sortorder=7&index=10&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Center Celulares,https://www.zoom.com.br/lead?oid=65288326&sortorder=7&index=8&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Carrefour,https://www.zoom.com.br/lead?oid=33948178&sortorder=7&index=5&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,30032288,atendimento@carrefour.com.br
Lojas Lebes,https://www.zoom.com.br/lead?oid=57548192&sortorder=7&index=5&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,
Mobcomstore3,https://www.zoom.com.br/lead?oid=44639645&sortorder=7&index=11&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Mobcomstore,https://www.zoom.com.br/lead?oid=44612842&sortorder=7&index=12&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Eletrum,https://www.zoom.com.br/lead?oid=66842348&sortorder=7&index=11&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,
Tetrix,https://www.zoom.com.br/lead?oid=66019683&sortorder=7&index=16&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
C&A,https://www.zoom.com.br/lead?oid=59543075&sortorder=7&index=8&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,faleconosco@e.cea.com.br
Shopdbs,https://www.zoom.com.br/lead?oid=60621907&sortorder=7&index=12&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Comprebel,https://www.zoom.com.br/lead?oid=42126860&sortorder=7&index=7&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Master Tronic,https://www.zoom.com.br/lead?oid=67722436&sortorder=7&index=0&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,
Dell,https://www.zoom.com.br/lead?oid=65747331&sortorder=7&index=0&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,
Dell Smb,https://www.zoom.com.br/lead?oid=66127466&sortorder=7&index=1&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,
Comercial Tech,https://www.zoom.com.br/lead?oid=67634382&sortorder=7&index=9&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Pro Computer,https://www.zoom.com.br/lead?oid=67531771&sortorder=7&index=12&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Grouper,https://www.zoom.com.br/lead?oid=67164560&sortorder=7&index=8&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Creative Cópias,https://www.zoom.com.br/lead?oid=43468613&sortorder=7&index=0&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,
Eshop24,https://www.zoom.com.br/lead?oid=67328194&sortorder=7&index=3&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Direct Stock,https://www.zoom.com.br/lead?oid=64219375&sortorder=7&index=0&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Leonfer,https://www.zoom.com.br/lead?oid=57756685&sortorder=7&index=5&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Romera,https://www.zoom.com.br/lead?oid=57751435&sortorder=7&index=14&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Poli House,https://www.zoom.com.br/lead?oid=44615978&sortorder=7&index=6&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Mm Place,https://www.zoom.com.br/lead?oid=51045683&sortorder=7&index=10&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Webcontinental,https://www.zoom.com.br/lead?oid=67208999&sortorder=7&index=1&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,
Estrela 10,https://www.zoom.com.br/lead?oid=54442968&sortorder=7&index=8&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Central Ar,https://www.zoom.com.br/lead?oid=59461513&sortorder=7&index=0&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Consul,https://www.zoom.com.br/lead?oid=40505934&sortorder=7&index=1&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,112739-4826,
Friopeças,https://www.zoom.com.br/lead?oid=59800264&sortorder=7&index=11&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Leveros,https://www.zoom.com.br/lead?oid=50634581&sortorder=7&index=0&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,sac@leveros.com.br
Catral,https://www.zoom.com.br/lead?oid=66024373&sortorder=7&index=3&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,06240087000,sac@catral.com.br
Frigelar,https://www.zoom.com.br/lead?oid=61212052&sortorder=7&index=0&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,051 3406.8978,centraldecobranca@frigelar.com.br
Unica Ar Condicionado,https://www.zoom.com.br/lead?oid=65731659&sortorder=7&index=1&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,
Poloar,https://www.zoom.com.br/lead?oid=54122401&sortorder=7&index=3&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,site@poloar.com.br
Clima Rio,https://www.zoom.com.br/lead?oid=57867945&sortorder=7&index=5&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Adias,https://www.zoom.com.br/lead?oid=66741729&sortorder=7&index=3&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,
Str Ar Condicionado,https://www.zoom.com.br/lead?oid=52448359&sortorder=7&index=1&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,orcamento@grupostr.com.br?subject=Cotações e Orçamentos.
Brastemp,https://www.zoom.com.br/lead?oid=41926865&sortorder=7&index=0&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,+551127394822,
Madeiramadeira,https://www.zoom.com.br/lead?oid=57929505&sortorder=7&index=14&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
My Shop Brasil,https://www.zoom.com.br/lead?oid=40835525&sortorder=7&index=15&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Brasilselfservice,https://www.zoom.com.br/lead?oid=54756119&sortorder=7&index=16&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Rede Solar Móveis,https://www.zoom.com.br/lead?oid=67032245&sortorder=7&index=13&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Click Brands,https://www.zoom.com.br/lead?oid=50633494&sortorder=7&index=7&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Panorama Móveis,https://www.zoom.com.br/lead?oid=66799234&sortorder=7&index=14&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Marin Brasil,https://www.zoom.com.br/lead?oid=18197088&sortorder=7&index=0&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,
Comline's,https://www.zoom.com.br/lead?oid=53370431&sortorder=7&index=3&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,+555135820035,
Só Comprar,https://www.zoom.com.br/lead?oid=55040114&sortorder=7&index=13&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Wnh,https://www.zoom.com.br/lead?oid=58531974&sortorder=7&index=14&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Loja Do Mecânico,https://www.zoom.com.br/lead?oid=56355544&sortorder=7&index=6&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,
Presentes Rodriguez,https://www.zoom.com.br/lead?oid=32658977&sortorder=7&index=7&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,
Loja Mundo On,https://www.zoom.com.br/lead?oid=59238035&sortorder=7&index=16&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Mobly,https://www.zoom.com.br/lead?oid=50591181&sortorder=7&index=5&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,
Casa América,https://www.zoom.com.br/lead?oid=50899303&sortorder=7&index=8&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Nike,https://www.zoom.com.br/lead?oid=38177588&sortorder=7&index=0&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,
Dafiti,https://www.zoom.com.br/lead?oid=32793599&sortorder=7&index=1&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,
Netshoes,https://www.zoom.com.br/lead?oid=53502325&sortorder=7&index=2&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,Seguir @sigaNetshoes
Pro Spin,https://www.zoom.com.br/lead?oid=55262830&sortorder=7&index=0&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,
Dafiti Sports,https://www.zoom.com.br/lead?oid=58833344&sortorder=7&index=2&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,
Kanui,https://www.zoom.com.br/lead?oid=65890031&sortorder=7&index=1&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,
Adidas,https://www.zoom.com.br/lead?oid=59380798&sortorder=7&index=2&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,
Zattini,https://www.zoom.com.br/lead?oid=55472791&sortorder=7&index=2&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,
Asics,https://www.zoom.com.br/lead?oid=53033181&sortorder=7&index=1&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,
Bebestore,https://www.zoom.com.br/lead?oid=64616432&sortorder=7&index=0&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,
Ri Happy,https://www.zoom.com.br/lead?oid=51491885&sortorder=7&index=1&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,sac@rihappy.com.br
Lilliput Brinquedos,https://www.zoom.com.br/lead?oid=67476304&sortorder=7&index=1&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Ciclofog,https://www.zoom.com.br/lead?oid=57753690&sortorder=7&index=8&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
França Games,https://www.zoom.com.br/lead?oid=58501907&sortorder=7&index=5&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Loja Do Alemão,https://www.zoom.com.br/lead?oid=53276840&sortorder=7&index=12&searchterm=&pagesize=15&channel=1&mkp=1&logAndRedirect=1&redirReferer=,3003-0565,
Livraria Cultura,https://www.zoom.com.br/lead?oid=65949949&sortorder=7&index=8&searchterm=&pagesize=15&channel=1&logAndRedirect=1&redirReferer=,,
